Cumulative_shifted,Episode_order,Season,Episode,Correct_start,Correct_stop,Speaker
64578.0,101,1,01,2.1271875000020373,4.506562499998836,0
64578.0,101,1,01,4.506562499998836,5.924062500002037,6
64578.0,101,1,01,6.666562500002328,12.927187500004948,6
64578.0,101,1,01,15.407812500001455,16.01531249999971,16
64578.0,101,1,01,17.804062499999418,19.947187500001746,5
64578.0,101,1,01,20.267812500002037,20.993437500001164,20
64578.0,101,1,01,20.993437500001164,22.00593750000553,22
64578.0,101,1,01,22.461562500000582,25.110937500001455,0
64578.0,101,1,01,25.667812500003492,26.96718750000582,0
64578.0,101,1,01,29.16093749999709,29.650312500001746,22
64578.0,101,1,01,48.14531249999709,48.60093749999942,0
64578.0,101,1,01,49.71468750000349,50.17031250000582,0
64578.0,101,1,01,53.96718750000582,55.67156249999971,22
64578.0,101,1,01,56.80218750000495,57.22406250000495,22
64578.0,101,1,01,64.21031249999942,65.1215624999968,0
64578.0,101,1,01,65.49281250000058,65.99906249999913,6
64578.0,101,1,01,68.15906250000262,68.95218749999913,0
64578.0,101,1,01,68.95218749999913,70.67343750000146,1
64578.0,101,1,01,75.17906249999942,76.27593750000233,26
64578.0,101,1,01,95.8003125000032,104.6596875000032,0
64578.0,101,1,01,108.67593749999651,111.00468749999709,0
64578.0,101,1,01,111.00468749999709,112.06781250000495,1
64578.0,101,1,01,112.13531250000233,113.99156249999942,1
64578.0,101,1,01,114.76781250000204,116.43843750000087,1
64578.0,101,1,01,116.43843750000087,120.75843750000058,20
64578.0,101,1,01,122.46281250000175,130.54593749999913,6
64578.0,101,1,01,131.8284375000003,132.79031250000116,6
64578.0,101,1,01,134.69718750000175,138.9496874999968,6
64578.0,101,1,01,138.9496874999968,139.50656249999884,9
64578.0,101,1,01,139.55718750000233,139.9959375000035,9
64578.0,101,1,01,143.5903124999968,144.07968750000146,20
64578.0,101,1,01,146.3240625000035,147.0159375000003,20
64578.0,101,1,01,147.0159375000003,147.4378125000003,6
64578.0,101,1,01,148.3828125,151.5046874999971,6
64578.0,101,1,01,151.5046874999971,152.39906250000058,9
64578.0,101,1,01,152.9728124999965,154.15406250000524,6
64578.0,101,1,01,154.30593750000116,155.6053125000035,6
64578.0,101,1,01,156.78656250000495,157.20843750000495,6
64578.0,101,1,01,161.9840624999997,162.94593750000058,8
64578.0,101,1,01,163.26656250000087,165.2071874999965,1
64578.0,101,1,01,166.5234375,167.2153124999968,1
64578.0,101,1,01,167.7890625,168.3121874999997,17
64578.0,101,1,01,168.49781250000524,168.93656249999913,17
64578.0,101,1,01,168.93656249999913,169.49343750000116,1
64578.0,101,1,01,169.69593750000058,170.13468750000175,1
64578.0,101,1,01,172.51406250000582,175.82156250000116,17
64578.0,101,1,01,202.8046875,204.00281250000262,17
64578.0,101,1,01,204.42468750000262,205.8590624999997,20
64578.0,101,1,01,206.26406250000582,207.42843749999884,20
64578.0,101,1,01,212.64281250000204,213.5034375000032,1
64578.0,101,1,01,213.5034375000032,218.9371874999997,20
64578.0,101,1,01,218.9371874999997,220.8440625000003,3
64578.0,101,1,01,221.2659375000003,221.9409375000032,20
64578.0,101,1,01,221.99156249999942,225.1640625,17
64578.0,101,1,01,229.88906250000582,235.89656250000553,17
64578.0,101,1,01,243.64218750000146,244.70531250000204,17
64578.0,101,1,01,249.7340624999997,250.5778124999997,6
64578.0,101,1,01,251.70843750000495,252.56906249999884,6
64578.0,101,1,01,252.56906249999884,253.39593750000495,22
64578.0,101,1,01,255.2690625000032,255.84281249999913,22
64578.0,101,1,01,257.4965624999968,257.9521874999991,22
64578.0,101,1,01,259.25156250000146,259.67343750000146,6
64578.0,101,1,01,260.24718750000466,262.0190625000032,6
64578.0,101,1,01,262.4915624999994,264.95531250000204,6
64578.0,101,1,01,268.1446874999965,269.64656250000553,6
64578.0,101,1,01,269.8321874999965,270.69281250000495,6
64578.0,101,1,01,272.00906250000116,273.44343750000553,6
64578.0,101,1,01,275.33343750000495,276.5653125000026,6
64578.0,101,1,01,279.9403125000026,281.6278125000026,6
64578.0,101,1,01,283.4671875000058,284.4796875000029,6
64578.0,101,1,01,289.67718750000495,290.52093750000495,7
64578.0,101,1,01,293.5415625000023,296.1403124999997,7
64578.0,101,1,01,296.59593750000204,298.06406250000146,7
64578.0,101,1,01,300.12281250000524,301.96218750000116,7
64578.0,101,1,01,302.5359374999971,304.6790624999994,7
64578.0,101,1,01,305.38781250000466,305.9953125000029,7
64578.0,101,1,01,306.99093749999884,307.4296875,9
64578.0,101,1,01,308.5940625000003,308.9990624999991,9
64578.0,101,1,01,311.3278124999997,312.0028125000026,0
64578.0,101,1,01,312.0028125000026,312.4921875,7
64578.0,101,1,01,314.1290624999965,315.00656249999884,6
64578.0,101,1,01,315.04031250000116,317.79093750000175,6
64578.0,101,1,01,319.0228124999994,319.5965625000026,17
64578.0,101,1,01,319.5965625000026,321.3853125000023,6
64578.0,101,1,01,322.2290625000023,322.8365625000006,6
64578.0,101,1,01,323.69718750000175,325.1484375,6
64578.0,101,1,01,326.6840624999968,328.48968750000495,16
64578.0,101,1,01,328.7765625000029,329.18156250000175,16
64578.0,101,1,01,330.0590624999968,332.28656250000495,16
64578.0,101,1,01,333.18093750000116,333.9403125000026,1
64578.0,101,1,01,334.0078125,334.4296875,19
64578.0,101,1,01,337.93968750000204,339.2221875000032,19
64578.0,101,1,01,339.7959374999991,341.0615624999991,19
64578.0,101,1,01,342.09093750000466,342.9515625000058,19
64578.0,101,1,01,344.47031250000146,349.2796875000058,6
