,Cumulative_shifted,Correct_start,Correct_stop,Episode_order,Season,Episode,Start_formatted,Stop_formatted,Speaker,Actual,
85,108188,313.752812499995,316.233437500006,101,1,1,0 days 00:05:13.752812,0 days 00:05:16.233438,2,,
86,108188,316.233437500006,316.908437499995,101,1,1,0 days 00:05:16.233438,0 days 00:05:16.908437,5,,
87,108188,320.485937499994,320.941562499996,101,1,1,0 days 00:05:20.485937,0 days 00:05:20.941562,5,,
88,108188,327.151562500017,327.556562500016,101,1,1,0 days 00:05:27.151563,0 days 00:05:27.556563,5,,
89,108188,333.496562500019,334.644062499996,101,1,1,0 days 00:05:33.496563,0 days 00:05:34.644062,5,,
90,108188,334.644062499996,335.133437500015,101,1,1,0 days 00:05:34.644062,0 days 00:05:35.133438,7,,
91,108188,336.449687500019,341.815937499996,101,1,1,0 days 00:05:36.449688,0 days 00:05:41.815937,7,,
92,108188,345.477812500016,346.962812500016,101,1,1,0 days 00:05:45.477813,0 days 00:05:46.962813,7,,
93,108188,348.582812499997,351.451562500006,101,1,1,0 days 00:05:48.582812,0 days 00:05:51.451563,7,,
94,108188,351.451562500006,353.999687500007,101,1,1,0 days 00:05:51.451563,0 days 00:05:53.999688,0,,
95,108188,353.999687500007,354.505937499998,101,1,1,0 days 00:05:53.999688,0 days 00:05:54.505937,1,,
96,108188,354.505937499998,354.995312500017,101,1,1,0 days 00:05:54.505937,0 days 00:05:54.995313,3,,
97,108188,355.501562499994,360.817187499997,101,1,1,0 days 00:05:55.501562,0 days 00:06:00.817187,12,,
98,108188,362.184062500019,363.770312499997,101,1,1,0 days 00:06:02.184063,0 days 00:06:03.770312,12,,
99,108188,363.770312499997,367.195937500015,101,1,1,0 days 00:06:03.770312,0 days 00:06:07.195938,6,,
100,108188,371.077187500006,372.241562499999,101,1,1,0 days 00:06:11.077188,0 days 00:06:12.241562,3,,
101,108188,374.300312499996,376.527812500019,101,1,1,0 days 00:06:14.300312,0 days 00:06:16.527813,12,,
102,108188,376.865312499998,379.447187500016,101,1,1,0 days 00:06:16.865312,0 days 00:06:19.447188,6,,
103,108188,379.447187500016,379.936562500006,101,1,1,0 days 00:06:19.447188,0 days 00:06:19.936563,12,,
104,108188,379.936562500006,381.505937499998,101,1,1,0 days 00:06:19.936563,0 days 00:06:21.505937,6,,
105,108188,381.894062499996,382.855937500019,101,1,1,0 days 00:06:21.894062,0 days 00:06:22.855938,12,,
106,108188,382.855937500019,390.500312499993,101,1,1,0 days 00:06:22.855938,0 days 00:06:30.500312,6,,
107,108188,390.669062500019,391.4453125,101,1,1,0 days 00:06:30.669063,0 days 00:06:31.445312,6,,
108,108188,391.4453125,392.204687499994,101,1,1,0 days 00:06:31.445312,0 days 00:06:32.204687,3,,
109,108188,391.546562500007,392.069687499999,101,1,1,0 days 00:06:31.546563,0 days 00:06:32.069687,6,,
110,108188,392.542187500017,392.947187500016,101,1,1,0 days 00:06:32.542188,0 days 00:06:32.947188,6,,
111,108188,392.947187500016,393.402812500019,101,1,1,0 days 00:06:32.947188,0 days 00:06:33.402813,3,,
