Start,Stop,,Start_formatted,Stop_formatted,Speaker,Actual,Clarity
1487.6915625,1492.8890625,,0 days 00:24:47.691562,0 days 00:24:52.889063,17,,
1494.8296875,1496.0109375,,0 days 00:24:54.829688,0 days 00:24:56.010938,17,,
1497.4115625,1499.6390625,,0 days 00:24:57.411563,0 days 00:24:59.639063,17,,
1503.6384375,1505.9165625,,0 days 00:25:03.638438,0 days 00:25:05.916563,17,,
1507.5365625,1511.0465625,,0 days 00:25:07.536563,0 days 00:25:11.046563,17,,
1511.6371875,1512.9871875,,0 days 00:25:11.637188,0 days 00:25:12.987188,17,,
1519.5515625,1521.6440625,,0 days 00:25:19.551563,0 days 00:25:21.644063,17,,
1522.2346875,1525.4409375,,0 days 00:25:22.234688,0 days 00:25:25.440938,8,,
1525.4409375,1527.8034375,,0 days 00:25:25.440938,0 days 00:25:27.803438,2,,
1529.0353125,1545.1171875,,0 days 00:25:29.035312,0 days 00:25:45.117188,2,,
1549.3021875,1552.9471875,,0 days 00:25:49.302188,0 days 00:25:52.947188,2,,
1557.5709375,1559.8996875,,0 days 00:25:57.570937,0 days 00:25:59.899688,2,,
1561.5028125,1564.7765625,,0 days 00:26:01.502813,0 days 00:26:04.776563,2,,
1566.0759375,1568.3203125,,0 days 00:26:06.075938,0 days 00:26:08.320312,2,,
1567.1896875,1567.2065625,,0 days 00:26:07.189688,0 days 00:26:07.206563,0,,
1568.9109375,1571.3409375,,0 days 00:26:08.910938,0 days 00:26:11.340938,2,,
1571.7121875,1572.7921875,,0 days 00:26:11.712188,0 days 00:26:12.792188,2,,
1575.4753125,1576.9940625,,0 days 00:26:15.475313,0 days 00:26:16.994063,2,,
1579.0190625,1580.3353125,,0 days 00:26:19.019063,0 days 00:26:20.335313,2,,
1589.8190625,1590.8990625,,0 days 00:26:29.819063,0 days 00:26:30.899062,8,,
1591.4221875,1598.7628125,,0 days 00:26:31.422188,0 days 00:26:38.762813,8,,
1604.4496875,1605.2428125,,0 days 00:26:44.449688,0 days 00:26:45.242812,3,,
1605.4621875,1605.4959375,,0 days 00:26:45.462188,0 days 00:26:45.495938,3,,
1607.9259375,1611.0815625,,0 days 00:26:47.925937,0 days 00:26:51.081563,13,,
1610.6765625,1618.9959375,,0 days 00:26:50.676563,0 days 00:26:58.995938,18,,
1618.9959375,1619.0634375,,0 days 00:26:58.995938,0 days 00:26:59.063438,6,,
1619.0634375,1619.4515625,,0 days 00:26:59.063438,0 days 00:26:59.451563,18,,
1619.4515625,1622.8940625,,0 days 00:26:59.451563,0 days 00:27:02.894063,6,,
1623.3328125,1626.3534375,,0 days 00:27:03.332813,0 days 00:27:06.353438,6,,
1628.7496875,1630.5046875,,0 days 00:27:08.749688,0 days 00:27:10.504688,6,,
1646.0296875,1647.9196875,,0 days 00:27:26.029688,0 days 00:27:27.919688,13,,
1647.9196875,1647.9365625,,0 days 00:27:27.919688,0 days 00:27:27.936563,6,,
1647.9365625,1648.1896875,,0 days 00:27:27.936563,0 days 00:27:28.189688,13,,
1656.3234375,1657.9940625,,0 days 00:27:36.323438,0 days 00:27:37.994063,6,,
1658.2303125,1663.4784375,,0 days 00:27:38.230313,0 days 00:27:43.478438,6,,
1664.4234375,1665.9421875,,0 days 00:27:44.423438,0 days 00:27:45.942188,6,,
1667.4271875,1668.1021875,,0 days 00:27:47.427188,0 days 00:27:48.102187,6,,
1672.1353125,1674.0759375,,0 days 00:27:52.135313,0 days 00:27:54.075938,6,,
1675.4090625,1677.8221875,,0 days 00:27:55.409063,0 days 00:27:57.822188,6,,
1678.3284375,1680.3365625,,0 days 00:27:58.328438,0 days 00:28:00.336562,6,,
1686.2596875,1690.2928125,,0 days 00:28:06.259688,0 days 00:28:10.292813,13,,
1690.7821875,1690.7990625,,0 days 00:28:10.782188,0 days 00:28:10.799063,6,,
1690.7990625,1691.3053125,,0 days 00:28:10.799063,0 days 00:28:11.305312,13,,
1691.3053125,1691.5415625,,0 days 00:28:11.305312,0 days 00:28:11.541563,6,,
1701.9534375,1720.2290625,,0 days 00:28:21.953438,0 days 00:28:40.229063,6,,
1723.4690625,1725.3253125,,0 days 00:28:43.469063,0 days 00:28:45.325313,6,,
1725.7640625,1728.9871875,,0 days 00:28:45.764063,0 days 00:28:48.987188,6,,
1729.2740625,1730.4384375,,0 days 00:28:49.274062,0 days 00:28:50.438438,6,,
1730.4553125,1730.5734375,,0 days 00:28:50.455313,0 days 00:28:50.573438,6,,
1730.7253125,1730.7421875,,0 days 00:28:50.725313,0 days 00:28:50.742188,6,,
1730.8096875,1731.6196875,,0 days 00:28:50.809688,0 days 00:28:51.619688,6,,
1731.6196875,1731.7209375,,0 days 00:28:51.619688,0 days 00:28:51.720938,13,,
1731.7209375,1731.9403125,,0 days 00:28:51.720938,0 days 00:28:51.940313,6,,
1731.9403125,1731.9909375,,0 days 00:28:51.940313,0 days 00:28:51.990938,13,,
1732.8853125,1734.8765625,,0 days 00:28:52.885313,0 days 00:28:54.876563,13,,
1735.0959375,1735.4334375,,0 days 00:28:55.095938,0 days 00:28:55.433438,13,,
1752.2746875,1753.3715625,,0 days 00:29:12.274688,0 days 00:29:13.371563,15,,
1761.2353125,1762.4165625,,0 days 00:29:21.235313,0 days 00:29:22.416563,15,,
1766.2303125,1767.9009375,,0 days 00:29:26.230313,0 days 00:29:27.900938,7,,
1769.3690625,1770.9890625,,0 days 00:29:29.369063,0 days 00:29:30.989063,7,,
1772.3728125,1772.4234375,,0 days 00:29:32.372813,0 days 00:29:32.423438,7,,
1772.4234375,1773.8915625,,0 days 00:29:32.423438,0 days 00:29:33.891563,15,,
1778.5321875,1781.5359375,,0 days 00:29:38.532188,0 days 00:29:41.535938,7,,
1783.2403125,1785.3496875,,0 days 00:29:43.240313,0 days 00:29:45.349688,7,,
1785.6871875,1786.8684375,,0 days 00:29:45.687188,0 days 00:29:46.868438,7,,
1787.2059375,1788.3871875,,0 days 00:29:47.205938,0 days 00:29:48.387188,7,,
1789.2140625,1791.0534375,,0 days 00:29:49.214063,0 days 00:29:51.053438,15,,
1791.2390625,1793.3315625,,0 days 00:29:51.239063,0 days 00:29:53.331563,15,,
1794.4284375,1795.9978125,,0 days 00:29:54.428438,0 days 00:29:55.997813,6,,
1801.3640625,1802.1740625,,0 days 00:30:01.364063,0 days 00:30:02.174062,6,,
1803.8953125,1807.0003125,,0 days 00:30:03.895313,0 days 00:30:07.000313,15,,
1807.5065625,1807.9959375,,0 days 00:30:07.506562,0 days 00:30:07.995938,15,,
1811.4553125,1811.5059375,,0 days 00:30:11.455312,0 days 00:30:11.505938,7,,
1811.5059375,1812.8053125,,0 days 00:30:11.505938,0 days 00:30:12.805312,5,,
1812.9571875,1812.9909375,,0 days 00:30:12.957187,0 days 00:30:12.990937,5,,
1814.5096875,1814.5265625,,0 days 00:30:14.509688,0 days 00:30:14.526562,5,,
1814.5265625,1815.8090625,,0 days 00:30:14.526562,0 days 00:30:15.809063,15,,
1815.8090625,1815.8259375,,0 days 00:30:15.809063,0 days 00:30:15.825938,5,,
1821.8165625,1822.0865625,,0 days 00:30:21.816562,0 days 00:30:22.086562,7,,
1823.4028125,1823.8415625,,0 days 00:30:23.402813,0 days 00:30:23.841563,6,,
1824.7359375,1827.0815625,,0 days 00:30:24.735938,0 days 00:30:27.081563,6,,
1828.0940625,1828.4821875,,0 days 00:30:28.094063,0 days 00:30:28.482188,6,,
1839.7884375,1842.4884375,,0 days 00:30:39.788438,0 days 00:30:42.488437,3,,
1852.8665625,1853.3053125,,0 days 00:30:52.866563,0 days 00:30:53.305312,7,,
1855.8028125,1855.9715625,,0 days 00:30:55.802813,0 days 00:30:55.971563,7,,
1855.9715625,1856.9840625,,0 days 00:30:55.971563,0 days 00:30:56.984062,6,,
1856.9840625,1857.2540625,,0 days 00:30:56.984062,0 days 00:30:57.254062,12,,
1859.2959375,1859.8528125,,0 days 00:30:59.295938,0 days 00:30:59.852813,12,,
1863.7509375,1865.5903125,,0 days 00:31:03.750938,0 days 00:31:05.590313,18,,
1867.1934375,1869.4378125,,0 days 00:31:07.193438,0 days 00:31:09.437813,18,,
1869.4378125,1870.0115625,,0 days 00:31:09.437813,0 days 00:31:10.011563,13,,
1872.6271875,1873.4709375,,0 days 00:31:12.627187,0 days 00:31:13.470937,18,,
1874.2978125,1877.6728125,,0 days 00:31:14.297813,0 days 00:31:17.672813,18,,
1879.9340625,1880.3053125,,0 days 00:31:19.934063,0 days 00:31:20.305312,18,,
1902.9346875,1903.9134375,,0 days 00:31:42.934688,0 days 00:31:43.913438,2,,
1906.6134375,1907.3728125,,0 days 00:31:46.613437,0 days 00:31:47.372813,9,,
1908.5709375,1909.2459375,,0 days 00:31:48.570937,0 days 00:31:49.245938,9,,
1911.7771875,1915.2703125,,0 days 00:31:51.777188,0 days 00:31:55.270313,2,,
1915.4559375,1915.4896875,,0 days 00:31:55.455938,0 days 00:31:55.489688,2,,
1920.1134375,1925.4965625,,0 days 00:32:00.113437,0 days 00:32:05.496563,10,,
1929.0234375,1929.4115625,,0 days 00:32:09.023438,0 days 00:32:09.411563,9,,
1934.1703125,1934.4909375,,0 days 00:32:14.170313,0 days 00:32:14.490937,9,,
1935.5203125,1936.9378125,,0 days 00:32:15.520313,0 days 00:32:16.937813,9,,
1939.0809375,1940.3296875,,0 days 00:32:19.080938,0 days 00:32:20.329688,9,,
1942.5909375,1945.0715625,,0 days 00:32:22.590938,0 days 00:32:25.071563,10,,
1947.4509375,1951.3659375,,0 days 00:32:27.450938,0 days 00:32:31.365937,2,,
1956.2428125,1957.2384375,,0 days 00:32:36.242812,0 days 00:32:37.238437,10,,
1960.6640625,1960.7315625,,0 days 00:32:40.664063,0 days 00:32:40.731563,10,,
1960.7315625,1961.0015625,,0 days 00:32:40.731563,0 days 00:32:41.001563,9,,
1961.0015625,1961.4740625,,0 days 00:32:41.001563,0 days 00:32:41.474063,10,,
1963.9715625,1964.5790625,,0 days 00:32:43.971563,0 days 00:32:44.579063,6,,
1964.5790625,1964.6296875,,0 days 00:32:44.579063,0 days 00:32:44.629688,10,,
1964.6296875,1964.7984375,,0 days 00:32:44.629688,0 days 00:32:44.798438,6,,
1964.7984375,1964.8996875,,0 days 00:32:44.798438,0 days 00:32:44.899688,10,,
1966.7390625,1966.8065625,,0 days 00:32:46.739063,0 days 00:32:46.806563,6,,
1966.8065625,1967.4478125,,0 days 00:32:46.806563,0 days 00:32:47.447813,10,,
1969.3546875,1969.9284375,,0 days 00:32:49.354687,0 days 00:32:49.928437,10,,
1969.9621875,1970.1646875,,0 days 00:32:49.962188,0 days 00:32:50.164687,9,,
1971.3796875,1972.9996875,,0 days 00:32:51.379688,0 days 00:32:52.999687,9,,
1972.9996875,1973.4384375,,0 days 00:32:52.999687,0 days 00:32:53.438438,10,,
1973.4384375,1974.1640625,,0 days 00:32:53.438438,0 days 00:32:54.164063,9,,
1976.6784375,1980.0534375,,0 days 00:32:56.678437,0 days 00:33:00.053437,2,,
1982.0109375,1983.3103125,,0 days 00:33:02.010937,0 days 00:33:03.310313,2,,
1986.0440625,1986.8371875,,0 days 00:33:06.044063,0 days 00:33:06.837188,9,,
1991.6971875,1993.6715625,,0 days 00:33:11.697188,0 days 00:33:13.671562,2,,
1995.6628125,1998.2109375,,0 days 00:33:15.662812,0 days 00:33:18.210938,2,,
1999.6284375,2001.0290625,,0 days 00:33:19.628438,0 days 00:33:21.029063,2,,
2007.7284375,2008.0828125,,0 days 00:33:27.728438,0 days 00:33:28.082813,10,,
2021.6503125,2021.9878125,,0 days 00:33:41.650313,0 days 00:33:41.987813,11,,
2022.4603125,2022.4940625,,0 days 00:33:42.460313,0 days 00:33:42.494063,11,,
2022.5615625,2023.9453125,,0 days 00:33:42.561563,0 days 00:33:43.945313,11,,
2025.1771875,2027.5565625,,0 days 00:33:45.177188,0 days 00:33:47.556563,4,,
2029.8178125,2031.6234375,,0 days 00:33:49.817813,0 days 00:33:51.623438,11,,
2031.6234375,2035.0321875,,0 days 00:33:51.623438,0 days 00:33:55.032188,4,,
2036.3653125,2037.2596875,,0 days 00:33:56.365313,0 days 00:33:57.259688,11,,
2037.9515625,2042.2040625,,0 days 00:33:57.951563,0 days 00:34:02.204063,4,,
2043.1996875,2044.5665625,,0 days 00:34:03.199688,0 days 00:34:04.566562,11,,
2044.5665625,2044.6003125,,0 days 00:34:04.566562,0 days 00:34:04.600312,4,,
2045.1065625,2054.4721875,,0 days 00:34:05.106563,0 days 00:34:14.472188,4,,
2054.4721875,2055.7209375,,0 days 00:34:14.472188,0 days 00:34:15.720938,11,,
2060.4965625,2070.8746875,,0 days 00:34:20.496563,0 days 00:34:30.874688,4,,
2071.8703125,2086.0621875,,0 days 00:34:31.870313,0 days 00:34:46.062188,11,,
2086.5178125,2087.9690625,,0 days 00:34:46.517813,0 days 00:34:47.969063,4,,
2089.4709375,2096.1028125,,0 days 00:34:49.470938,0 days 00:34:56.102813,4,,
2096.2378125,2100.4903125,,0 days 00:34:56.237813,0 days 00:35:00.490313,11,,
2100.4903125,2101.2328125,,0 days 00:35:00.490313,0 days 00:35:01.232813,4,,
2101.4521875,2108.9784375,,0 days 00:35:01.452188,0 days 00:35:08.978437,4,,
2110.9528125,2118.9515625,,0 days 00:35:10.952813,0 days 00:35:18.951563,4,,
2127.7940625,2130.6965625,,0 days 00:35:27.794063,0 days 00:35:30.696563,7,,
2138.9484375,2138.9821875,,0 days 00:35:38.948438,0 days 00:35:38.982187,3,,
2139.4546875,2139.4884375,,0 days 00:35:39.454688,0 days 00:35:39.488438,3,,
2139.6403125,2140.4840625,,0 days 00:35:39.640313,0 days 00:35:40.484063,3,,
2149.9509375,2149.9846875,,0 days 00:35:49.950937,0 days 00:35:49.984688,3,,
2150.4571875,2150.4909375,,0 days 00:35:50.457188,0 days 00:35:50.490938,3,,
2150.9465625,2150.9971875,,0 days 00:35:50.946563,0 days 00:35:50.997188,3,,
2151.0815625,2151.4865625,,0 days 00:35:51.081563,0 days 00:35:51.486563,3,,
2154.0009375,2155.7559375,,0 days 00:35:54.000937,0 days 00:35:55.755938,13,,
2156.2621875,2159.1309375,,0 days 00:35:56.262188,0 days 00:35:59.130938,13,,
2162.9278125,2164.4803125,,0 days 00:36:02.927813,0 days 00:36:04.480312,13,,
2165.9146875,2166.4884375,,0 days 00:36:05.914688,0 days 00:36:06.488438,13,,
2167.6528125,2168.8171875,,0 days 00:36:07.652813,0 days 00:36:08.817187,13,,
2169.1884375,2170.0996875,,0 days 00:36:09.188437,0 days 00:36:10.099688,13,,
2174.0821875,2175.4153125,,0 days 00:36:14.082188,0 days 00:36:15.415313,13,,
2175.4490625,2175.4828125,,0 days 00:36:15.449062,0 days 00:36:15.482813,13,,
2176.9171875,2182.2496875,,0 days 00:36:16.917188,0 days 00:36:22.249688,13,,
2183.7853125,2184.6628125,,0 days 00:36:23.785313,0 days 00:36:24.662813,13,,
2187.7171875,2188.7296875,,0 days 00:36:27.717188,0 days 00:36:28.729688,13,,
2202.6009375,2204.3896875,,0 days 00:36:42.600938,0 days 00:36:44.389688,18,,
2204.4571875,2204.4740625,,0 days 00:36:44.457188,0 days 00:36:44.474063,18,,
2204.9465625,2205.9253125,,0 days 00:36:44.946563,0 days 00:36:45.925313,18,,
2205.9253125,2207.2078125,,0 days 00:36:45.925313,0 days 00:36:47.207812,13,,
2208.3890625,2210.2959375,,0 days 00:36:48.389063,0 days 00:36:50.295938,13,,
2222.8340625,2223.9815625,,0 days 00:37:02.834063,0 days 00:37:03.981563,18,,
2223.9815625,2224.2178125,,0 days 00:37:03.981563,0 days 00:37:04.217813,13,,
2224.5553125,2225.3653125,,0 days 00:37:04.555313,0 days 00:37:05.365313,13,,
2225.4496875,2233.2628125,,0 days 00:37:05.449688,0 days 00:37:13.262813,13,,
2233.9715625,2239.5909375,,0 days 00:37:13.971562,0 days 00:37:19.590938,13,,
2241.1265625,2241.9871875,,0 days 00:37:21.126563,0 days 00:37:21.987187,13,,
2319.3253125,2319.9665625,,0 days 00:38:39.325313,0 days 00:38:39.966562,7,,
2331.2728125,2331.3571875,,0 days 00:38:51.272813,0 days 00:38:51.357187,0,,
2340.1153125,2340.3009375,,0 days 00:39:00.115313,0 days 00:39:00.300938,1,,
2342.1571875,2344.4859375,,0 days 00:39:02.157187,0 days 00:39:04.485938,1,,
2346.8315625,2348.1815625,,0 days 00:39:06.831563,0 days 00:39:08.181562,6,,
2350.9321875,2350.9490625,,0 days 00:39:10.932188,0 days 00:39:10.949062,1,,
2350.9490625,2350.9828125,,0 days 00:39:10.949062,0 days 00:39:10.982813,15,,
2354.5096875,2356.1465625,,0 days 00:39:14.509687,0 days 00:39:16.146563,7,,
2376.6328125,2378.2865625,,0 days 00:39:36.632812,0 days 00:39:38.286563,16,,
2389.7784375,2390.6053125,,0 days 00:39:49.778438,0 days 00:39:50.605312,11,,
2391.1453125,2395.9884375,,0 days 00:39:51.145312,0 days 00:39:55.988438,16,,
2396.2584375,2397.3721875,,0 days 00:39:56.258438,0 days 00:39:57.372188,16,,
2399.4478125,2399.4646875,,0 days 00:39:59.447813,0 days 00:39:59.464687,16,,
2399.9540625,2399.9878125,,0 days 00:39:59.954062,0 days 00:39:59.987813,16,,
2400.0553125,2402.1309375,,0 days 00:40:00.055313,0 days 00:40:02.130938,16,,
2402.1309375,2408.6784375,,0 days 00:40:02.130938,0 days 00:40:08.678438,11,,
2409.2353125,2410.6190625,,0 days 00:40:09.235312,0 days 00:40:10.619062,16,,
2415.7828125,2418.8709375,,0 days 00:40:15.782813,0 days 00:40:18.870937,16,,
2421.2671875,2422.5834375,,0 days 00:40:21.267188,0 days 00:40:22.583438,11,,
2423.4440625,2424.6084375,,0 days 00:40:23.444063,0 days 00:40:24.608438,16,,
2424.9121875,2426.9034375,,0 days 00:40:24.912188,0 days 00:40:26.903438,16,,
2427.6290625,2429.4009375,,0 days 00:40:27.629063,0 days 00:40:29.400938,11,,
2431.6959375,2432.3203125,,0 days 00:40:31.695938,0 days 00:40:32.320312,16,,
2434.4465625,2434.9190625,,0 days 00:40:34.446563,0 days 00:40:34.919063,16,,
2434.9528125,2434.9696875,,0 days 00:40:34.952813,0 days 00:40:34.969687,16,,
2435.7628125,2442.2765625,,0 days 00:40:35.762813,0 days 00:40:42.276563,16,,
2442.6478125,2443.1034375,,0 days 00:40:42.647813,0 days 00:40:43.103437,11,,
2447.0690625,2447.4403125,,0 days 00:40:47.069063,0 days 00:40:47.440312,16,,
2449.4484375,2453.8528125,,0 days 00:40:49.448438,0 days 00:40:53.852813,16,,
2454.0721875,2455.4053125,,0 days 00:40:54.072187,0 days 00:40:55.405313,16,,
2459.8096875,2462.7290625,,0 days 00:40:59.809688,0 days 00:41:02.729063,11,,
2476.9546875,2485.4934375,,0 days 00:41:16.954688,0 days 00:41:25.493438,13,,
2490.1171875,2490.4378125,,0 days 00:41:30.117188,0 days 00:41:30.437813,3,,
2490.4546875,2490.4884375,,0 days 00:41:30.454688,0 days 00:41:30.488438,3,,
2490.9778125,2491.8384375,,0 days 00:41:30.977813,0 days 00:41:31.838438,13,,
2493.4246875,2494.7240625,,0 days 00:41:33.424687,0 days 00:41:34.724063,13,,
2500.3096875,2501.0015625,,0 days 00:41:40.309688,0 days 00:41:41.001563,13,,
2506.0978125,2507.5828125,,0 days 00:41:46.097813,0 days 00:41:47.582812,13,,
2507.6671875,2508.7134375,,0 days 00:41:47.667188,0 days 00:41:48.713438,13,,
2509.6753125,2511.1603125,,0 days 00:41:49.675313,0 days 00:41:51.160313,13,,
2514.1134375,2516.4928125,,0 days 00:41:54.113438,0 days 00:41:56.492813,13,,
2517.5728125,2521.5215625,,0 days 00:41:57.572813,0 days 00:42:01.521563,13,,
2522.9728125,2526.8540625,,0 days 00:42:02.972813,0 days 00:42:06.854063,13,,
2527.2421875,2532.6759375,,0 days 00:42:07.242188,0 days 00:42:12.675938,13,,
2532.7434375,2535.2915625,,0 days 00:42:12.743438,0 days 00:42:15.291563,13,,
2536.6921875,2538.9534375,,0 days 00:42:16.692187,0 days 00:42:18.953438,13,,
2539.8646875,2540.6409375,,0 days 00:42:19.864688,0 days 00:42:20.640938,13,,
2542.2778125,2545.2478125,,0 days 00:42:22.277813,0 days 00:42:25.247812,13,,
2548.8928125,2548.9940625,,0 days 00:42:28.892813,0 days 00:42:28.994062,13,,
2548.9940625,2555.0015625,,0 days 00:42:28.994062,0 days 00:42:35.001563,18,,
2555.0015625,2557.3640625,,0 days 00:42:35.001563,0 days 00:42:37.364062,13,,
2559.4396875,2561.6334375,,0 days 00:42:39.439688,0 days 00:42:41.633438,13,,
2561.9371875,2562.6121875,,0 days 00:42:41.937188,0 days 00:42:42.612187,13,,
2563.8778125,2566.7971875,,0 days 00:42:43.877812,0 days 00:42:46.797188,13,,
2582.8959375,2585.9840625,,0 days 00:43:02.895938,0 days 00:43:05.984063,10,,
2586.5578125,2587.1990625,,0 days 00:43:06.557813,0 days 00:43:07.199062,10,,
2587.1990625,2590.8609375,,0 days 00:43:07.199062,0 days 00:43:10.860938,18,,
2591.5021875,2598.4884375,,0 days 00:43:11.502188,0 days 00:43:18.488438,18,,
2602.5553125,2602.5721875,,0 days 00:43:22.555313,0 days 00:43:22.572187,9,,
2602.9603125,2602.9940625,,0 days 00:43:22.960313,0 days 00:43:22.994062,9,,
2602.9940625,2603.1796875,,0 days 00:43:22.994062,0 days 00:43:23.179688,18,,
2603.6015625,2604.5634375,,0 days 00:43:23.601562,0 days 00:43:24.563437,18,,
2607.0271875,2608.3603125,,0 days 00:43:27.027187,0 days 00:43:28.360312,18,,
2610.1490625,2611.4146875,,0 days 00:43:30.149063,0 days 00:43:31.414688,18,,
2614.9921875,2618.4515625,,0 days 00:43:34.992188,0 days 00:43:38.451563,9,,
2618.4515625,2621.5059375,,0 days 00:43:38.451563,0 days 00:43:41.505938,18,,
2621.8771875,2626.5346875,,0 days 00:43:41.877188,0 days 00:43:46.534688,18,,
2626.5346875,2626.5515625,,0 days 00:43:46.534688,0 days 00:43:46.551562,9,,
2626.5515625,2626.5684375,,0 days 00:43:46.551562,0 days 00:43:46.568438,18,,
2626.5684375,2634.0778125,,0 days 00:43:46.568438,0 days 00:43:54.077813,9,,
2634.7865625,2635.0059375,,0 days 00:43:54.786563,0 days 00:43:55.005938,9,,
2635.0059375,2637.1828125,,0 days 00:43:55.005938,0 days 00:43:57.182813,10,,
2637.1828125,2643.8146875,,0 days 00:43:57.182813,0 days 00:44:03.814688,8,,
2652.7078125,2664.9421875,,0 days 00:44:12.707812,0 days 00:44:24.942187,8,,
2664.9421875,2669.9371875,,0 days 00:44:24.942187,0 days 00:44:29.937188,15,,
2669.9371875,2670.0384375,,0 days 00:44:29.937188,0 days 00:44:30.038438,8,,
2670.2071875,2672.9915625,,0 days 00:44:30.207188,0 days 00:44:32.991563,8,,
2672.9915625,2674.4934375,,0 days 00:44:32.991563,0 days 00:44:34.493438,18,,
2674.4934375,2674.6453125,,0 days 00:44:34.493438,0 days 00:44:34.645312,15,,
2674.7465625,2678.4928125,,0 days 00:44:34.746563,0 days 00:44:38.492813,15,,
2678.6109375,2683.9940625,,0 days 00:44:38.610938,0 days 00:44:43.994062,15,,
2683.9940625,2699.3671875,,0 days 00:44:43.994062,0 days 00:44:59.367188,18,,
2701.4765625,2703.4171875,,0 days 00:45:01.476562,0 days 00:45:03.417188,18,,
2703.4509375,2703.4846875,,0 days 00:45:03.450937,0 days 00:45:03.484688,18,,
2704.5140625,2707.5684375,,0 days 00:45:04.514063,0 days 00:45:07.568438,18,,
2711.6184375,2712.0740625,,0 days 00:45:11.618438,0 days 00:45:12.074062,8,,
2713.8796875,2715.2971875,,0 days 00:45:13.879687,0 days 00:45:15.297188,9,,
2715.3646875,2724.0046875,,0 days 00:45:15.364688,0 days 00:45:24.004687,15,,
2724.0046875,2727.4471875,,0 days 00:45:24.004687,0 days 00:45:27.447187,18,,
2725.6246875,2728.8646875,,0 days 00:45:25.624688,0 days 00:45:28.864688,8,,
2729.9784375,2731.9021875,,0 days 00:45:29.978437,0 days 00:45:31.902187,8,,
2733.9609375,2737.4878125,,0 days 00:45:33.960938,0 days 00:45:37.487813,3,,
2741.0821875,2742.0103125,,0 days 00:45:41.082188,0 days 00:45:42.010313,8,,
2744.3728125,2746.1278125,,0 days 00:45:44.372812,0 days 00:45:46.127812,18,,
2748.4396875,2749.2328125,,0 days 00:45:48.439688,0 days 00:45:49.232813,15,,
2750.2453125,2751.9159375,,0 days 00:45:50.245313,0 days 00:45:51.915937,15,,
2753.3503125,2756.1178125,,0 days 00:45:53.350313,0 days 00:45:56.117813,8,,
2770.1240625,2773.6003125,,0 days 00:46:10.124063,0 days 00:46:13.600313,1,,
2773.9209375,2774.5790625,,0 days 00:46:13.920938,0 days 00:46:14.579062,1,,
2774.7140625,2775.2034375,,0 days 00:46:14.714063,0 days 00:46:15.203438,1,,
2775.5915625,2775.7771875,,0 days 00:46:15.591562,0 days 00:46:15.777187,18,,
2775.8109375,2776.0640625,,0 days 00:46:15.810938,0 days 00:46:16.064063,18,,
2777.9540625,2782.7803125,,0 days 00:46:17.954062,0 days 00:46:22.780313,18,,
2790.4584375,2790.6778125,,0 days 00:46:30.458438,0 days 00:46:30.677813,1,,
2790.9478125,2793.0909375,,0 days 00:46:30.947813,0 days 00:46:33.090938,1,,
2794.0865625,2795.5040625,,0 days 00:46:34.086563,0 days 00:46:35.504063,1,,
2797.1071875,2798.4909375,,0 days 00:46:37.107187,0 days 00:46:38.490938,18,,
2798.9465625,2798.9971875,,0 days 00:46:38.946563,0 days 00:46:38.997188,18,,
2819.4496875,2825.9634375,,0 days 00:46:59.449688,0 days 00:47:05.963438,1,,
2826.9590625,2828.4946875,,0 days 00:47:06.959063,0 days 00:47:08.494688,1,,
2828.7309375,2829.4903125,,0 days 00:47:08.730938,0 days 00:47:09.490313,1,,
2911.2834375,2911.9921875,,0 days 00:48:31.283438,0 days 00:48:31.992188,7,,
2911.9921875,2912.4478125,,0 days 00:48:31.992188,0 days 00:48:32.447813,12,,
2912.4478125,2912.4984375,,0 days 00:48:32.447813,0 days 00:48:32.498438,7,,
2912.4984375,2913.0721875,,0 days 00:48:32.498438,0 days 00:48:33.072187,12,,
2913.4603125,2913.8821875,,0 days 00:48:33.460313,0 days 00:48:33.882188,12,,
2913.9496875,2918.4890625,,0 days 00:48:33.949688,0 days 00:48:38.489062,12,,
2920.3959375,2924.4965625,,0 days 00:48:40.395938,0 days 00:48:44.496563,12,,
2924.4965625,2926.7578125,,0 days 00:48:44.496563,0 days 00:48:46.757812,3,,
2926.7578125,2926.8084375,,0 days 00:48:46.757812,0 days 00:48:46.808437,12,,
2928.4621875,2930.9428125,,0 days 00:48:48.462188,0 days 00:48:50.942813,12,,
2932.8665625,2935.8365625,,0 days 00:48:52.866563,0 days 00:48:55.836563,12,,
2938.5703125,2938.9921875,,0 days 00:48:58.570312,0 days 00:48:58.992188,12,,
2947.7503125,2952.0028125,,0 days 00:49:07.750313,0 days 00:49:12.002812,12,,
2952.0028125,2954.4834375,,0 days 00:49:12.002812,0 days 00:49:14.483438,1,,
2955.9346875,2958.2465625,,0 days 00:49:15.934688,0 days 00:49:18.246563,1,,
2959.4784375,2961.9928125,,0 days 00:49:19.478437,0 days 00:49:21.992813,1,,
2962.4484375,2962.4821875,,0 days 00:49:22.448438,0 days 00:49:22.482187,1,,
2982.0234375,2982.7490625,,0 days 00:49:42.023438,0 days 00:49:42.749063,3,,
3005.2096875,3007.9940625,,0 days 00:50:05.209688,0 days 00:50:07.994062,12,,
3009.6815625,3012.8371875,,0 days 00:50:09.681562,0 days 00:50:12.837188,12,,
3013.6809375,3018.2203125,,0 days 00:50:13.680938,0 days 00:50:18.220313,12,,
